timestep,type,latitude,longitude,observation
30,well,2.5,9.5,-5.243011339040135
30,well,7.9,8.5,-21.07489575738647
30,well,9.2,8.4,-16.42839426585558
30,well,8.9,7.1,-8.18476813053873
30,well,7.3,2.5,-4.481712846511143
30,well,4.5,1.2,-6.4987654552763185
30,well,8.8,5.7,-19.753488880958578
30,well,6.0,8.9,-4.73356586679685
30,well,9.2,2.4,-4.8508935619243205
31,well,2.8,1.6,-24.40845089755877
31,well,2.5,0.8,-14.715123175781457
31,well,3.8,1.2,-10.398964813113336
31,well,9.9,1.6,-4.746424363914324
31,well,8.2,8.2,-15.40657022354712
31,well,5.9,4.6,-12.944528657803744
31,well,2.5,9.5,-5.941386251497412
31,well,7.9,8.5,-19.53262186386553
31,well,9.2,8.4,-15.70634291601394
31,well,8.9,7.1,-8.79558674740275
31,well,7.3,2.5,-5.769392172176682
31,well,4.5,1.2,-5.283254897867928
31,well,8.8,5.7,-19.2964772822197
31,well,6.0,8.9,-5.620721364954457
31,well,9.2,2.4,-4.987044016974599
32,well,2.8,1.6,-24.15445174878737
32,well,2.5,0.8,-17.189073467690857
32,well,3.8,1.2,-11.76968378324217
32,well,9.9,1.6,-5.667492390697456
32,well,8.2,8.2,-15.368803351415615
32,well,5.9,4.6,-12.72858958714825
32,well,2.5,9.5,-5.840646613311354
32,well,7.9,8.5,-20.92826884574746
32,well,9.2,8.4,-16.587454490933343
32,well,8.9,7.1,-9.752194550147246
32,well,7.3,2.5,-5.747519826400762
32,well,4.5,1.2,-6.923096517177012
32,well,8.8,5.7,-21.170971049658046
32,well,6.0,8.9,-5.957715317193528
32,well,9.2,2.4,-6.240967197974753
33,well,2.8,1.6,-26.400666088872917
33,well,2.5,0.8,-18.91993166190114
33,well,3.8,1.2,-13.09235963730762
33,well,9.9,1.6,-6.6835377452663405
33,well,8.2,8.2,-18.333820023091143
33,well,5.9,4.6,-15.498313842855726
33,well,2.5,9.5,-7.169968733879969
33,well,7.9,8.5,-23.48701261828319
33,well,9.2,8.4,-18.96992770786626
33,well,8.9,7.1,-10.786995226414025
33,well,7.3,2.5,-7.902051826679017
33,well,4.5,1.2,-8.468624374830226
33,well,8.8,5.7,-22.715981019804847
33,well,6.0,8.9,-8.531626777362366
33,well,9.2,2.4,-7.726668347274632
34,well,2.8,1.6,-22.621964842556434
34,well,2.5,0.8,-17.743711867418767
34,well,3.8,1.2,-10.474990776417524
34,well,9.9,1.6,-6.006917581764746
34,well,8.2,8.2,-15.122598710378687
34,well,5.9,4.6,-12.485831755848238
34,well,2.5,9.5,-4.934512457806497
34,well,7.9,8.5,-20.670692132296285
34,well,9.2,8.4,-15.122905922576752
34,well,8.9,7.1,-8.358245818747811
34,well,7.3,2.5,-6.084509210534307
34,well,4.5,1.2,-5.242381393609853
34,well,8.8,5.7,-18.966649614730585
34,well,6.0,8.9,-5.727169620000667
34,well,9.2,2.4,-5.128590139825378
35,well,2.8,1.6,-23.10472042267389
35,well,2.5,0.8,-16.0806376055821
35,well,3.8,1.2,-10.825590831664186
35,well,9.9,1.6,-5.282970654369961
35,well,8.2,8.2,-14.690966770195478
35,well,5.9,4.6,-12.744174306838078
35,well,2.5,9.5,-4.6757642150974466
35,well,7.9,8.5,-20.716343642646663
35,well,9.2,8.4,-15.059301553138642
35,well,8.9,7.1,-7.692122123909425
35,well,7.3,2.5,-5.381576104870887
35,well,4.5,1.2,-6.108622712831169
35,well,8.8,5.7,-20.758125552316354
35,well,6.0,8.9,-4.881931307469772
35,well,9.2,2.4,-5.106156324250231
36,well,2.8,1.6,-24.58163853043356
36,well,2.5,0.8,-17.988439990943817
36,well,3.8,1.2,-11.177707119863591
36,well,9.9,1.6,-6.217742820484226
36,well,8.2,8.2,-14.976696467241627
36,well,5.9,4.6,-13.989016557588792
36,well,2.5,9.5,-6.515691711726376
36,well,7.9,8.5,-21.662276125048514
36,well,9.2,8.4,-16.847911426176022
36,well,8.9,7.1,-9.766696491790169
36,well,7.3,2.5,-5.728144116906176
36,well,4.5,1.2,-7.290465810195797
36,well,8.8,5.7,-22.008185871462317
36,well,6.0,8.9,-7.426398232652657
36,well,9.2,2.4,-7.080776547788255
37,well,2.8,1.6,-26.27366135497769
37,well,2.5,0.8,-18.397343926504323
37,well,3.8,1.2,-14.233856432558182
37,well,9.9,1.6,-8.491497153360804
37,well,8.2,8.2,-18.398404098549427
37,well,5.9,4.6,-15.149291167613585
37,well,2.5,9.5,-8.446611597580421
37,well,7.9,8.5,-23.69551824658795
37,well,9.2,8.4,-18.73885559837744
37,well,8.9,7.1,-11.223801492624009
37,well,7.3,2.5,-8.293340227433985
37,well,4.5,1.2,-8.448224047167297
37,well,8.8,5.7,-24.197366658235335
37,well,6.0,8.9,-8.169618599327945
37,well,9.2,2.4,-8.383298863563825
38,well,2.8,1.6,-24.09557636493022
38,well,2.5,0.8,-16.315955070613853
38,well,3.8,1.2,-11.38213845376698
38,well,9.9,1.6,-5.437243689907174
38,well,8.2,8.2,-16.16842824972085
38,well,5.9,4.6,-13.04463682571779
38,well,2.5,9.5,-5.465403096640954
38,well,7.9,8.5,-20.349392784593714
38,well,9.2,8.4,-16.568824271065004
38,well,8.9,7.1,-9.282409663874843
38,well,7.3,2.5,-6.084897346064148
38,well,4.5,1.2,-5.355662937239099
38,well,8.8,5.7,-20.016332594315642
38,well,6.0,8.9,-5.910140836998005
38,well,9.2,2.4,-5.516223050950876
39,well,2.8,1.6,-24.04739638447726
39,well,2.5,0.8,-16.81735290017756
39,well,3.8,1.2,-10.851820470275788
39,well,9.9,1.6,-5.396105392779103
39,well,8.2,8.2,-15.077664668218068
39,well,5.9,4.6,-12.378814367091913
39,well,2.5,9.5,-5.4998364775157444
39,well,7.9,8.5,-20.483306905172025
39,well,9.2,8.4,-17.245817436033253
39,well,8.9,7.1,-8.964060672090817
39,well,7.3,2.5,-5.108342988723781
39,well,4.5,1.2,-6.151249503415662
39,well,8.8,5.7,-20.65717156890653
39,well,6.0,8.9,-5.4386381300598865
39,well,9.2,2.4,-5.478342700694662
